,label,comment
1636,0,一如既往 好吃 这次 芝麻糊 不太 好吃
1637,0,味细 味道 性价比
1638,1,拉肚子 一上午 医院
1639,0,服务 很好 菜品 很多
1640,0,味道 不够 好多 哈哈 结果 后来 没有 菜品 价格 便宜 份量 很多 服务 阿姨 完后 办法 走路 下次 朋友 一起 哈哈哈 哈哈
1641,1,味道 几天 干净 沙子
1642,0,味道 一般 蔬菜 不新鲜 没有 强制 五斤 两个 五斤 店家 做生意
1643,0,还可以 态度 很好
1644,0,环境 地方 也好 味道 棒棒 推荐
1645,0,小时 送到 真的
1646,0,装修 不错 环境 也好 干净 菜品 新鲜 品种
1647,0,划算 两份 份量 好多 感觉 一个 吃不完
1648,0,满意 口味 推荐 朋友 下次
1649,0,性价比 经常 团购 不错
1650,0,位置 服务 味道 推荐
1651,1,味道 不错 里面 头发 不了 好评 谢谢
1652,0,猪扒 换成 蒜泥 白肉 退钱
1653,0,第一次 重庆 河鲜 成都 河鲜 相比 差不多 店家 服务周到 所点 新鲜 上菜 强烈推荐 还会 光顾
1654,0,夜景 漂亮 服务 比较 小酌 两杯
1655,0,第一 不想 上楼 第二 关心 消费者 备注 一包 辣椒 包都 味道 很好 差评
1656,0,顾客 性价比 超高 夏天 生意 一样 是因为 提供 冰冰凉凉 冰粉 附近 居民 经常 光顾 洋人街 游玩 强烈推荐 这家 火锅 距离 一个 公交站 步行 重庆 微辣 觉得 依然 不错 外地人 不辣 菜品 环境 服务 方圆 公里 NO.1 牛肝
1657,0,好吃 真是 不够 环境 菜品 新鲜 大赞
1658,0,一点 不好吃 大份 太少 特辣 竟然 一点 辣味 没有 一看 晚上 剩下 不会 商家 做生意 注意 细节
1659,1,我儿 觉人 便宜 没得 黄金 脆皮 发臭
1660,0,划算 营业员 态度 很好 还会
1661,0,顾客 店里 阿姨 很好
1662,0,生日蛋糕 服务员 态度 很好
1663,0,味道 不错 服务员 态度 环境 还行 下次
1664,0,不错 不错 蛋糕 味道 很好 外形 好看
1665,0,我点 两份 饺子 一起 外面 朋友 一起 一人 一口 扯淡 猪肉 韭菜
1666,0,几次 味道 依旧 回味
1667,0,很好 多次 味道
1668,0,不错 几次 实惠 例汤 好喝 哪次 不怎么 有能
1669,0,饭菜 实在 一分 肉片 片肉 一分 里脊 黑心 店家
1670,0,差差 难吃
1671,0,味道 巴适 菜品 新鲜 值得 推荐
1672,0,蛋糕 不错 奶油 细腻 口感 舒服 老板 帅哥 热情 蛋糕 亲自 送到 楼下 大厅 一次 团购
1673,0,很好 味道 很好 服务 不错 回购 多次
1674,0,好吃 喜欢
1675,0,味道 不错 中辣
1676,1,上班 每天 中午 外卖 昨天中午 你家 东西 晚上 今天 一直 拉肚子
1677,0,不错 服务 菜品 顾客 以后 火锅 这家 le
1678,0,丝袜 奶茶 好喝 好喝 好喝 好喝
1679,0,素菜 味道 特别 太辣
1680,0,感觉 不错 分量 很足 味道 不错
1681,0,好吃 几次 一样 好吃 分量 特别 哈哈
1682,0,之前 好久 如今 评价 脑海 满意 回荡 回忆 推荐 口感 很好
1683,1,第一次 差评 晚上 完后 第二天 女朋友 两个 轮流 呕吐 胃疼 食欲 极度 下降 现在 看到 反胃 知道 卫生 怎么回事 商家 好好 反省 一下 真的 不满意 一次
1684,0,满满的 一锅 不错 服务 周到 味道 不错
1685,0,放盐 直接 无视 老婆 气惨 素菜 一个 个头 小得 可怜 好多 直接 倒掉 小龙虾 扇贝 还行 第二次 发生 老板 厚道
1686,1,煎蛋 异味 咬一口 羊肉 米粉 大碗 第一次 外卖 可能 不怎么 用心 反正 味道 比店 里面 差太多
1687,0,不送 上楼 有人 不准 门口 没得 没到 搞笑 不会 点咯
1688,0,服务员 态度 不错 特别 前台 姐姐
1689,0,口感 很多 根本 吃不完 套餐 丰富
1690,0,牛排 甜点 榴莲 冰淇淋 ## 玉米粥 ## 焦糖 布丁 ## 卡布 其诺 服务 求婚 地方 环境 选择 地方 求婚 真心 不错 窗边 大屏幕 经理 服务员 配合 帮忙 真的 谢谢 辛苦 以后 经常 毕竟 求婚 地方
1691,0,超级 好吃 划算 下次
1692,0,蛋糕 好吃 男朋友 过生日 已经 很晚 没有 关门 蛋糕 味道 很好 很甜 不腻 开心
1693,0,不好吃 两块 伤人
1694,0,味道 环境 不错 东西 看着 干净 经常
1695,1,最后 发现 一根 头发 恶心
1696,0,已经 多次 强力 推荐
1697,0,服务 菜品 新鲜 贴心 准备 手机套
1698,1,臭了 一股 味道 难闻 要死
1699,0,价格 实惠 非常 便宜 新鲜 应该 分量 很足 三个 足够
1700,0,超级 一家 酒吧 环境 服务 非常 到位 唱歌 水准 设备 音乐 节奏感 十足 气氛 年轻人 居多 值得 一去 酒吧 南滨路 夜景 美食 吸引
1701,0,好吃 好吃 推荐 有点 小辣 口味 应该 不错
1702,0,环境 服务 还行 没事 坐坐
1703,0,服务员 态度 炒鸡 好评 一个 可爱 小姐姐
1704,0,真的 不错 老板 服务态度 不错
1705,0,非常 不错 朋友 经常 味道 不错
1706,1,这是 塑料 一起
1707,0,说好 生菜 换成 白菜 白菜 没有 原价
1708,0,不错 请客吃饭 喜欢 点赞
1709,0,超级 价钱 真的 值得 老板 服务态度 很好 还可以 自助 拿点 龟苓膏
1710,0,拜托 我要 豆花 豆腐 干脆 改名 豆腐 骗人
1711,0,真心 不错 两个 大人 加个 不到 一米 孩子 吃不完 孩子 喜欢 蔬菜汤 糍粑 老板 特别
1712,0,总的来说 环境 确实 不错 比较 上档次 服务态度 收费 项目 提前 告知 自带 酒水 一桌 加收 最后 菜品 凉菜 味道 整体 不错 热菜 还可以 几道 喜欢 菜量 很足 综合 不错
1713,0,中秋节 用券 蜂蜜 云腿 月饼 划算
1714,0,味道 很好 已经 多次 份量 有点
1715,0,不错 很好 偏苦 味道
1716,0,好吃 几次 分量足
1717,1,肚子疼 问题
1718,0,好喝 老板 态度 特别
1719,0,每次 万州 几百 师傅 牛肉干 以前 知道 团购 团购 优惠 力度 很大 下单 优惠 一个 万州 回家 买点 东西 带走 能带 东西 最好 牛肉干 师傅 很好 牌子 这家 服务 很好
1720,0,不错 味道 好吃 服务 很好 品种 很多 面包 新鲜
1721,0,下午 二点 送货 结果 十二点 一十五 送来 清汤寡水 晓得 干锅 稀锅 以前 少得
1722,0,蛋糕 水果 超级 喜欢 强力 推荐
1723,0,不好吃 特别 蛋炒饭 容得
1724,0,一家 一次 一次 料理店 菜品 新鲜 现做现 味道 巴适 强烈推荐
1725,0,味道 不错 好吃 这是 第一次 时候 感觉 好吃 第二次 时候 不好吃 味道 一样 是不是 一个 厨师
1726,0,难吃 没有 味道 分量 超级
1727,0,味道 不错 环境 安静 分量
1728,1,烤肉 两个 配菜 馊了
1729,0,兼职 一碗 面条 没有 味道 女朋友 无语
1730,0,环境 很好 分量 特别 用餐 非常 愉快
1731,0,喜欢 一家 烤鱼 性价比 老板 谭姐 热情 有种 宾至如归 感觉 大爱
1732,0,不错 几次 感觉 不错
1733,0,不错 好吃 便宜 份量 两个 人剩 很多 服务 特别 歧视 团购 有个 姐姐 服务 特别
1734,0,喜欢 一家 串串 味道 很棒 干净
1735,0,差评 差评 差评 接单 三个 小时 送达 第一次 催单 外卖 已经 路上 第二次 催单 给出 合理 解释 第三次 电话 理由 知道 原因 要求 退款 就行了 客人 三个 小时 一句 合理 解释 这种 服务态度 送餐 速度 真心
1736,0,来过 几次 每次 要点 特棒
1737,0,TM 难吃 难道 韩国 泡菜 思密达
1738,0,有点咸 服务员 态度 很好 超棒
1739,0,真心 难吃 没什么
1740,0,好吃 口感 不错 推荐 红枣 不错
1741,0,银河 中餐 一直 不错 部门 聚餐 特意 以后
1742,1,南非 红西柚 不少 450g 一股 臭味
1743,0,味道 不错 高兴
1744,1,荤菜 大部分 各种 劣质 淀粉 臭的 素菜 一袋 方便面 差些
1745,0,好吃 划算 味道 老板 漂亮
1746,0,团购 不错 性价比 态度
1747,0,棒棒 棒棒 好多 有细 米线
1748,0,经常 味道 不错 以后 还会
1749,0,没什么 上菜 特别 萝卜汤 好喝
1750,0,团购 烤肉 满意 一次 味道 不错 菜品 丰富 还会
1751,0,味道 不错 建议 锅底 最好 先来 微辣
1752,0,包装 一般 没有 果琳 质量 不好 十几块 一个 橙子 拿来 无语
1753,1,看见 很多 好评 尝试 这家 居然 拉肚子 以后 不要 轻易 尝试
1754,1,银耳汤 有虫
1755,0,有点 表演 挺不错
1756,0,好吃 今天 安利 同学 起来 生 很棒
1757,0,南平 一般 他家 老板 生意兴隆
1758,0,不好吃 酒味 分量 配菜 全是 心子 应该 最差 味道 以前 觉得 味道 还可以 现在 真的 难吃
1759,0,很好 上菜 分量足 环境 不错 等位
1760,0,一如既往 好吃 菜品
1761,0,地方 质量 不错 值得 一去
1762,0,酸菜 麻辣 味道 不错 特别 里面 酸菜 非常 好吃 辣子 兔比 尖椒 好吃 主要 不行 配菜 相对来说 老板 比较 说话
1763,0,以前 菜品 感觉 一般般
1764,0,味道 不错 环境 很好 现在 麻辣烫 感觉 没有 不麻不辣 好吃
1765,0,不错 装修 感觉 味道 还行 秋刀鱼 好吃 三个 妹子 本来 不够 结果 下来 妥够 服务 满分
1766,0,份量 太少 一个 女生 一个 一个 意面 小吃 居然 吃饱 份量 超级
1767,1,逗我 我点 干锅 盒装 便宜 不能 关键 今天 下雨 外面 有点 难道 一下 严重 差评 怀疑 客人 剩下 送来
1768,0,味道 相当 不错
1769,0,一如既往 锅底 这次 好像 以前
1770,0,菜品 新鲜 服务态度 非常 味道 很好 希望 生意兴隆 越来越 红火
1771,0,菜品 三个 够吃 鸭子 感觉 没有 一只
1772,0,喝喝 下午茶 看会书
1773,1,已经 备注 不要 质量 不好 结果 臭的 真的 不新鲜 今天 早上 冰箱 还可以 理解 最起码 昨天 感觉 有点 味道 可惜 佐料 几次 不新鲜 之前 排骨 .. 看来 外卖 确实 不行
1774,0,顾客 团购 划算 经常
1775,0,好吃 多次 满意 值得 分享
1776,0,来过 几次 味道 服务 一如既往
1777,1,不新鲜 臭了
1778,0,不错 几次 每次
1779,0,nbsp nbsp nbsp 饿死
1780,0,不错 去过 多次 家人 喜欢
1781,0,不错 划算
1782,0,已经 第二次 烤鸭 不错 分量 很足
1783,0,不错 可乐 奶茶
1784,0,不错 经常 价格 实惠 味道 不错
1785,0,猫咪 可爱 好喝 地方 或许 不好
1786,0,朋友 朋友 分量足 味道 不错
1787,0,不错 环境 服务态度 不错 下次 还会 光临
1788,0,难吃 味道 一点 不好
1789,0,好吃 服务态度 很好 下次
1790,0,三岁 小孩 太坑
1791,0,难吃 玩意儿
1792,0,味道 不错 环境 也好 菜品 新鲜 服务态度 很好 四个 分量 下次
1793,0,菜品 很足 四个 没有 味道 不错
1794,0,味道 身上 没有 味道 值得 推荐
1795,0,团购 实惠 方便快捷 味道 不错 下次 还会 光顾
1796,0,品质 一如既往 真的 太久 一个 小时 大概 第一道 整个 不好 还好 后面 菜品 符合 期待值 希望 老板 加以改进
1797,0,态度 非常 饮品 非常 包装 挺不错 味道 非常 特色 不甜 不腻 喜欢
1798,1,入味 头发
1799,1,海味 混沌 口袋 下面 本来 点汤 结果 没有 距离 很近 配送 速度 太慢 包装
1800,0,味道 不错 素菜 放多 没有 良心 商家
1801,0,环境 味道 菜品 新鲜 服务 真不错
1802,0,平时 喜欢 小面 很足 味道 很好
1803,0,服务 菜品 新鲜 价格 小贵 鸡有 特色
1804,0,太差 难吃 完全 吃饱 办法 咽下去
1805,0,晓得 几点 两碗 八点半 催单 商家 已经 路上 结果 点半才 送来 路上 迷路 打劫
1806,0,很腻 一点 不好吃 几口
1807,0,喜欢 这家 味道 这家 口感
1808,0,味道 不错 分量 位置 好找 服务 很好 那天 只大狗 挺乖
1809,0,味道 很好 家乡 闻到 赞赞赞
1810,0,店家 态度 很好 味道 不错 值得 推荐
1811,0,服务 热情周到 位置 有点 小孩 喜欢 颜色 谢谢
1812,0,环境 不错 味道 满意 服务 不错
1813,0,觉得 好喝 服务员 颜值 不错 哈哈哈哈 哈哈哈
1814,0,备注 不要 葱蒜 葱蒜 卖家 根本 备注
1815,0,觉得 汤圆 好吃 蔬菜 新鲜 团购 四人餐 吃得饱
1816,1,一般 烧鹅 里面 红色 臭味 拉肚子 肚子痛 厉害 之前 店里 当时 新鲜 感觉 还可以 外卖 没想到 外卖 垃圾 不会 上传 照片 看看 菜品
1817,0,味道 棒棒 生意 太好了 妹儿 忙不过来 旁边 排店 周末 要来 必须
1818,0,实惠 清单 同学 一定 不要 错过
1819,1,难吃 臭的 腥味儿 不新鲜 感觉 整个 打开 一股 腥味儿
1820,0,服务态度 很好 味道 不错 团购 优惠卷 免费 饮料
1821,0,味道 不错 饱饱 东西 看着 比较 胃口
1822,0,菜品 好看 味道 也好 服务周到 环境 高大 不错
1823,0,很好 顾客 必须 推荐
1824,0,味道 不错 有点 多次 招牌 竹笋 竹笋 土豆
1825,0,感觉 排骨 非常 逛街 时候 路过 看到 感觉 不错 美团 一下 一份 孜然 味儿 分量足 好吃 感觉 留香 好吃 不硬 外面 里面 骨头 不太多 反正 不错 推荐
1826,0,味道 好吃 品种 很多 经常
1827,0,非常 非常 每次 路过 新鲜 态度 一如既往
1828,1,居然 虫子 里面 商家 知道
1829,0,性价比 非常
1830,0,老板 热情 味道 真的 不错
1831,0,不错 牛排 好吃 很多 自助 水果 价格 不贵 几次 下次 还会来
1832,1,注意 卫生 蟑螂 不会 配料
1833,0,服务 服务员 态度 牛排 味道 不错
1834,0,有生之年 难吃 木桶 荣幸
1835,1,本来 期待 第一口 就让 吐出来 肥牛 臭的 整个 那股 味道 根本 没法 千万别 肥牛
1836,0,三文鱼 超级 新鲜 大福 好吃 一般般
1837,1,鸡蛋 居然 臭的
1838,0,位置 好找 万象 美食街 进去 右手边 布置 简洁 干净 卫生 酸奶 入口 淡淡的 甜酸 口感 超好 绝对 添加 自制 酸奶 口感 最好 服务 热情 特别 刚好 看见 他家 蔬菜 到货 绝对 采摘 新鲜 洒水 食欲
1839,0,真的 白味 价格 小面 好吃 难吃 一个 盒子 半碗 奥尔良 难吃 麻烦 点心
1840,1,今天 意面 是不是 问题 老公 拉肚子 一直 快拉 脱水 现在 难受
1841,0,客户 满意 一如既往
1842,0,商场 里面 逛累 休息 休息 味道 不错 我点 仙草 芋园 朋友 一起 两分 速度 挺快 需要 排队 之类 份量 下次 商场 逛街 这家 仙草 芋圆
1843,0,全家 经常 过来 分量足 味道 服务态度 不错 值得 推荐
1844,0,味道 不错 好吃 每次
1845,0,我点 培根 我连个 培根 看见 腊肉 魔芋 手指 难吃 抄手 面皮
1846,1,油炸 混沌 里面 一个 虫
1847,0,学校 很近 美团 划算 老板 很好
1848,0,超级 好吃 以后 还会
1849,0,不错 多次 味道 很棒
1850,0,不错 环境 舒服 尤其 装修 感觉 好多 价格 比较 实惠
1851,0,份量 口味 微辣 感觉 多辣
1852,0,味道 不错 今天 打电话 预约 高峰期 忙不过来 一个多 小时 老板 态度 很好 确实 生意 太好了 理解 以后 一定 预约
1853,0,一碗 米线 一个多 小时 不想
1854,0,一如既往 好吃 强烈推荐
1855,0,特别 好吃 味道 好吃 服务
1856,0,很棒 喜欢 几次 味道 很好
1857,1,差评 血旺 丸子 臭了 味道 怪不得 打折
1858,0,不满意 太差
1859,0,味道 香脆 挺好吃 活动 时团 划算 饮料 不行
1860,0,货都 不好吃 害怕 真的 不好 暴制暴
1861,1,经常 来得快 第一次 臭烘烘 里脊 天气 丢掉 还敢 拿给 顾客 真是 恶心 极了 至少 以后 不会 光顾 这家
1862,0,顾客 小妹妹 服务态度 芒果
1863,0,东西 味道 难吃
1864,1,龙虾 品质 越来越 明显 清水 黑色 麻辣味 掩盖 估计 嘴里 一股 臭味
1865,0,表示 服务 很好 菜品 好吃
1866,0,不错 几次 观音桥 杨家坪 解放碑 不错 以后 还会 光顾
1867,0,不错 两人 套餐 分量足 味道 好吃 环境 干净 卫生 服务员 态度 无可挑剔 一个
1868,0,味道 不错 三个 结果 分量
1869,0,价格 稍微 味道 而言
1870,0,不错 环境 服务 没得 一个
1871,0,北京 鸡肉 难吃 送到 时候 已经 冷完 鸡肉 难吃
1872,1,送早 时候 发现 一根 很长 头发 芝士 一起 感觉 卫生
1873,0,有点 小贵
1874,0,好吃 吃素 不怎么样 牛肉 不错
1875,0,简直 绝望 榴莲 简直 炸弹 我要 店家 提醒 整个 不好
1876,0,环境 不错 我点 清淡 食物 觉得 口味 不错
1877,0,服务到位 位置 好找 出餐 速度 味道 好吃 收银员 耐心 介绍 各种 口味
1878,0,小巧 精致 菜品
1879,0,分量 老板 帅哥 味道 棒棒
1880,0,多次 购买 喜欢 盖奶 多层 口感 一个
1881,0,经常 他家 位置 好找 永辉 对面 小妹 服务 特别 热情 鱼比 以前 好吃 份量 特别 非常 喜欢 他家 烤鱼
1882,1,不新鲜 完全 不敢 参考
1883,0,便宜 分量足 味道 环境 差点
1884,0,味道 喜欢 每个 喜欢 口味 一样 愉快 消费 体验 推荐
1885,1,昨天 一天 肚子 舒服 肚子痛 难受 是不是 好久 抄手 昨天 一个 没有
1886,0,不错 环境 舒服 菜品 看起来 卫生 干净 分量
1887,0,餐员 条狗
1888,0,太少 三个 不够
1889,0,非常 实惠 味道 不错 服务 环境 很好 下次
1890,0,味道 很好 菜品 很鲜 上菜 速度 很快
1891,1,几次 这次 有个 惊喜 蟑螂 谢谢 加餐
1892,0,菜品 不错 分量 真的 特别 上菜 真的 太慢 也许 人太多 面皮 应该 最好 一点
1893,1,太咸 菜品 不好
1894,0,环境 很好 前面 几个 好吃 拉面 真是 不敢恭维 味道 增汤 炸鸡 面汤 居然 面条 没劲 服务 不错 环境 不错 土豆泥 好吃 芥末 比较 特色 三文鱼 刺身 新鲜 厚实
1895,0,菜品 服务态度 推荐
1896,0,真的 不错 实在 性价比
1897,0,服务 好喝
1898,0,味道 不错 分量足 最后 剩点 素菜
1899,0,味道 不错 环境卫生 之前 看上去 食欲 老板 态度 很好 下次 还会 光顾 ...
1900,0,味道 会员卡 划算 推荐 推荐
1901,0,好吃 酸奶 蛋糕 相当 不错 还会
1902,0,超级 没有 团购 舒服 帮忙 带小盆友 味道 不错 排骨
1903,0,菜品 丰富 量足 味道 不错 服务周到 物超所值
1904,0,味道 不错
1905,1,难吃 臭的
1906,1,白粥 接近 馊的 边缘 亲自 品尝 几次 不错 这次
1907,0,这次 爆浆 鸡排 觉得 普通 好吃 爆浆 里面 芝士 很浓 不太 喜欢 味道 不错
1908,0,份量 很足 味道 不错 服务员 态度 不怎么
1909,0,差差 不要 卤蛋 一样 放蛋 难吃 难吃 难吃
1910,0,顾客 好吃 耳根 简直 绝配
1911,0,觉得 反正 觉得 划算 品种 很多
1912,0,味道 不错 新鲜出炉 味道 棒棒
1913,0,菜品 新鲜 服务 很好
1914,0,菜品 份量 很足 三个 麻辣味 够劲 服务态度 很好 再次 光临
1915,1,拉肚子 晓得 煮熟 卫生
1916,0,香菜 牛肉 绿色 毛肚 红汤 锅底 腊肉 培根
1917,0,饿死
1918,1,土豆 肉丝 盖饭 ## 什锦菜 春卷 ## 黄金 小馒头 知道 一样 拉肚子 虚脱 别点 外卖 知道 食材
1919,0,单说 菜品 不错 感觉 这次 享受 优惠
1920,1,难吃 要死 美味 好多 龙虾 没配 手套 筷子 牙签 全程 用手 田螺 一嘴
1921,1,发现 好多 虫 恐怖
1922,0,味道 还可以 菜品 新鲜 上菜 速度 服务 热情 环境 干净 价位
1923,0,好吃 一匹 霸道
1924,0,评价 专门 过来 味道 不错
1925,0,不错 现钞 味道 不错 经常 价格 实惠
1926,0,味道 不错 店员 礼貌 贴心 希望 一直 下去 加油
1927,0,第一次 晚上 一桌 老板娘 态度 非常 下次
1928,0,不错 老板 热情
1929,0,夏天 一杯 加冰 舒服
1930,1,一个多 小时 拉肚子
1931,0,喜欢 面条 必须 好吃
1932,0,不错 一个 没事儿 坐坐 he 喝喝 下午茶 还好
1933,0,蜂蜜 玫瑰 好喝 不行 风景 老板 歌手
1934,0,能省 经常 沁园 蛋糕 面包 不错
1935,0,还可以 不错 几次
1936,0,面汤 不错 很浓 喝太多 有点 三文鱼 超级 肉感 超级 土豆泥 这次 起来 有点 口味 芝士 虾肉 有点 炒饭 味道 很好 总体 评价 值得 一去 分量足 大赞
1937,0,味道 不错 千层 感觉 好棒 奶油 芒果 新鲜 店长 代金券 下次
1938,0,环境 服务 团购 划算 几次 从没 失望 推荐
1939,0,服务 热情 耗儿 入味 味道 真心 不错 还会
1940,0,超大 鸡排 选正 口感 酥脆 赞不绝口
1941,0,味道 环境 菜品 丰富 上菜 超级
1942,0,口味 不错 份量 很足 三个 吃不完 下次 光临 位置 店内 没有 大桌 服务态度 很好 没有 团购 怠慢 不错
1943,0,郁闷 我点 小炒 肥肠
1944,0,分量足 味道 不错 老板 老乡 经常 好评
1945,0,一直 喜欢 口味 很好 以后 还会来 光顾
1946,0,难吃 奶茶 豆浆
1947,1,凉虾 好喝 那去 冰箱 更好 钢丝 差点 进去
1948,1,不好吃 感觉 卫生 晚上 拉肚子
1949,0,蛋糕 精美 老板 服务周到 强烈推荐
1950,0,好吃 好吃 几次 喜欢 下次 还来
1951,0,环境 舒适 菜品 齐全 味道 服务态度 棒棒
1952,0,套餐 里面 泡菜 还行 难吃
1953,0,味道 很好 服务态度 非常 不错 打包 非常 漂亮
1954,0,好吃 冰淇淋 鸡蛋 一直 心心念念 一次 豪华版 鸡蛋 正好 走到 炫地 看到 这家 团购 一个 不负 期望 饼干 番茄 冰淇淋 巧克力 奥利 感觉 特别 搭配 起来 有加 鸡蛋 外脆 内软 奶味 赶快 冰淇淋 泡软
1955,0,美美 老板娘 喜欢 喜欢 口味 很好
1956,0,服务 很好 夏天 喝一杯 感觉 太好了
1957,1,死人 钢丝
1958,0,下雨 停电 主动 打电话 点过 预计 送到 迟到 小时 理解 点过 送来
1959,0,商家 骗人 一直 已经 出门 已经 有人 结果 人家 小哥 一点 十分 接单 之前 根本 没人管
1960,0,不错 代金券 生日蛋糕 划算
1961,1,竟然 蚊子 继续 外卖 尴尬
1962,0,顾客 味道 没有 以前 起来 很闷 感觉
1963,0,第一次 评论 实在 太慢 结果 迟到 分钟 忙不过来 不要 外卖 考虑 好别 拿到 餐都 两点 没有 味道 三点 第二天 上班
1964,0,服务 非常
1965,1,简直 无语 一点 发现 油炸 蟑螂 一只 简直 卫生
1966,0,两盘 饼子 份量 很少 三个 居然 刚好
1967,0,菜品 味道 不错 服务态度 很好 下次 还会 光顾
1968,0,好吃 榴莲 小吃 特色 座位 不太多
1969,0,味道 很好
1970,0,感觉 环境 比较
1971,0,味道 真的 超级 分量 感觉 很少 店面 一般 酸梅汤 免费 好喝 比较 喜欢 酸梅汤 店里 阿姨 态度 很好 一个 奶奶 店里 一喊 过来 感觉 开水 中辣 比较 不爱 记得 微辣
1972,1,失望 一只 上去 臭 图一是 外卖 图二是 你家 失望 以后 不会
1973,0,味道 还可以 老板 态度 非常 不错
1974,0,划算 满意 竹筒饭 好吃 不错
1975,0,份量 很足 味道 没有 大人 下次 还来
1976,0,菜品 新鲜 味道 不错 环境 很好 有点 小贵 推荐 炸虾 寿司 酥脆可口
1977,0,味道 不错 服务 热情 位置 实验 小学 对面
1978,0,好辣要 一双 筷子 一个 人能 超级 超级 难吃
1979,0,好看 味道 不错
1980,0,味道 服务 不错 熟人
1981,0,难吃 再也 不想
1982,0,好喝 服务 环境 速度
1983,1,没有 准时 送达 完全 没有 蛋糕 感觉 没有 香味 主要 形状 看看 人家 蛋糕 第一个 店里 第二个 店团
1984,0,先不说 分钟 时间 申请 退货 不了 点错 不信 四分钟 做好 分才 送过来 态度 不想 撒子 消费者 权益 真的 好耍 有撒子 合适 主动 打电话 一哈 重新 下单 不行 心痛 几十块 心痛 浪费 粮食 垃圾 商家 垃圾 服务 重庆 舌尖 商店 不要 太自 凭良心 评价
1985,0,全是 干辣 一点 没有 好无语 快递 不错 很快
1986,0,一如既往 好吃 周末 好多 服务员 顾不上 味道 棒棒
1987,1,这算 虫子
1988,0,现在 这种 炒饭 真的 外卖 太好 号称 炒饭 爱马仕 炒饭 时候 已经 说真的 不好吃 料少 竟然 进去 饭希 哑哑 加点 蔬菜 也好 味道 敷衍 再也不会 第二次 奉劝 炒饭 热情 朋友 不要 尝试 现在 好赚 随便 拿饭 几下 炒饭 自信 重庆 口味 豆能 糊弄 便宜
1989,0,第二次 感觉 不错
1990,0,不能 送来 没有 手套 没有 辣椒 怎么吃
1991,0,多次 一直 这家 下次
1992,0,菜品 特色 服务 很好
1993,1,找到 哪里 上传 照片 下面 找到 一个 苍蝇 nbsp 有点 心情 差不多 时候 真的 很坏 心情坏 心情
1994,0,觉得 奶盖 珍珠奶茶 比较 好喝
1995,0,不错 味道 合口味 好吃 分量 有点
1996,0,速度 好吃 简直 棒棒 还可以 外送 好评
1997,0,地方 还可以 环境 服务 海鲜 也好 牛排 三文鱼 真棒 下次 还可以
1998,0,味道 很好 分量 很足 满意
1999,0,还可以 喜欢 他家 泡椒 系列
2000,1,八宝粥 已经 馊 怎么吃 味道 不好 不新鲜 从来 没有 差评 可想而知 多难
2001,0,服务态度 味道 不错 关键 比较 实惠
2002,0,菜品 不错 服务 价格 划算 一次 不错 团购
2003,0,环境 很好 中午 服务 周到
2004,0,第二次 真的 好吃 喜欢 红豆 牛奶 好吃
2005,0,厨师 点菜 方式 几年 前好 很多 顾客 很久没 不好吃 感觉 味道 越来越 不错
2006,0,菜品 份量 价格 实惠 上菜 服务态度 特别
2007,0,确实 不敢恭维 味道 感觉 面团 味道 咸味 淡得 难吃
2008,0,很漂亮 宝宝 喜欢 口感 不错 夹心 水果 不腻
2009,0,不错 味道 牛油 新鲜 下次 一点 服务员 态度 非常 六个 人加 一个 小孩 八人餐 菜品 丰富 分菜 冰冻 朋友 不新鲜 位置 好找 附近 几家 火锅
2010,0,老板 态度 很好 装修 特色 泡脚 猪脚 味道 够味 猪蹄 米线 口感 细腻 分量 十足 猪蹄 很爽
2011,1,第一 东西 不好吃 胃痛 第二 南瓜 土豆 馊的 怀疑 昨天 卖完 剩下 第三 味道 很烂 不好吃 表示 直接 丢掉 直接 加入 黑名单
2012,0,味道 很好 好吃 下次 还会来
2013,0,味道 挺不错 晚上 没有 面块 豌豆 没有 一声 直接 白菜 乌鱼 味道 分量 没话说
2014,0,一如既往 不错 莱得
2015,0,味道 不错 感觉 吃饱
2016,0,上菜 小朋友 喜欢 价格 优惠
2017,0,木桶 味道 不错 下次 还会
2018,1,米粉 恶辣 恶辣
2019,0,商家 配送 预计 时间 一个多 小时 送到 不好吃
2020,0,大爱 喜欢 可惜 回来 家里 没有
2021,0,熊猫 奶盖 不错 上面 奥利 味道 还可以
2022,0,以前 知道 美團 積分 重要性 現在 知道 美團 積分 抵用 現金時 這句 走到 印到 從此 充數 畢竟 機會 拿走 積分 一如既往 好吃 吼吼 感觉 每个 味道 差不多 好吃 继续 团团
2023,0,还可以 男朋友 喜欢 这种 口味 菜品 看起 口味 卫生 比起 火锅 一样 不爱 朋友 应该 食欲 总的来说 很好 服务 到位 态度 非常 环境 满分
2024,0,今天 特别 好吃 荤菜 素菜 特别 好吃 饺子 特别 好吃 爷爷奶奶 服务 特别 热情 下次 肯定 还会来 唯一 不足 地方 皮蛋 瘦肉粥 皮蛋 味道 有点 清淡 喜欢 清淡 总体 性价比 非常 值得 一吃 位置 也好 石锅 楼上 强烈推荐
2025,0,味道 不错 价格 实惠 聚会 适合
2026,0,味道 很好 今天 第一天 开业 服务 很棒 值得 推荐
2027,0,服务员 态度 很好 打饭 过来 时候 之间 饭盆 桌角 滑过来 杯子 手机
2028,0,还可以 味道 不错
